step,action,balance,position
3535,0,-8707.98828125,1
3536,1,-8707.98828125,1
3537,1,-8707.98828125,1
3538,1,-8707.98828125,1
3539,2,-11397.28125,0
3540,0,-11397.28125,0
3541,1,-11397.28125,1
3542,1,-11397.28125,1
3543,1,-11397.28125,1
3544,1,-11397.28125,1
3545,2,-7105.16015625,0
3546,1,-7105.16015625,1
3547,1,-7105.16015625,1
3548,1,-7105.16015625,1
3549,1,-7105.16015625,1
3550,1,-7105.16015625,1
3551,2,-7197.61328125,0
3552,2,-7197.61328125,0
3553,1,-7197.61328125,1
3554,2,-7229.89453125,0
3555,2,-7229.89453125,0
3556,2,-7229.89453125,0
3557,1,-7229.89453125,1
3558,1,-7229.89453125,1
3559,0,-7229.89453125,1
3560,1,-7229.89453125,1
3561,1,-7229.89453125,1
3562,0,-7229.89453125,1
3563,1,-7229.89453125,1
3564,1,-7229.89453125,1
3565,1,-7229.89453125,1
3566,0,-7229.89453125,1
3567,1,-7229.89453125,1
3568,1,-7229.89453125,1
3569,2,-5889.30078125,0
3570,1,-5889.30078125,1
3571,1,-5889.30078125,1
3572,2,-5687.23046875,0
3573,1,-5687.23046875,1
3574,1,-5687.23046875,1
3575,1,-5687.23046875,1
3576,1,-5687.23046875,1
3577,2,-5944.65234375,0
3578,1,-5944.65234375,1
3579,2,-6140.16796875,0
3580,0,-6140.16796875,0
3581,2,-6140.16796875,0
3582,2,-6140.16796875,0
3583,2,-6140.16796875,0
3584,1,-6140.16796875,1
3585,2,-5729.53515625,0
3586,1,-5729.53515625,1
3587,1,-5729.53515625,1
3588,1,-5729.53515625,1
3589,1,-5729.53515625,1
3590,1,-5729.53515625,1
3591,1,-5729.53515625,1
3592,1,-5729.53515625,1
3593,1,-5729.53515625,1
3594,2,-7580.54296875,0
3595,2,-7580.54296875,0
3596,1,-7580.54296875,1
3597,0,-7580.54296875,1
3598,2,-6953.97265625,0
3599,2,-6953.97265625,0
3600,1,-6953.97265625,1
3601,1,-6953.97265625,1
3602,1,-6953.97265625,1
3603,2,-4623.17578125,0
3604,1,-4623.17578125,1
3605,0,-4623.17578125,1
3606,0,-4623.17578125,1
3607,2,-4495.890625,0
3608,1,-4495.890625,1
3609,1,-4495.890625,1
3610,1,-4495.890625,1
3611,1,-4495.890625,1
3612,1,-4495.890625,1
3613,2,-3748.8984375,0
3614,2,-3748.8984375,0
3615,1,-3748.8984375,1
3616,1,-3748.8984375,1
3617,1,-3748.8984375,1
3618,1,-3748.8984375,1
3619,1,-3748.8984375,1
3620,2,-3350.4609375,0
3621,1,-3350.4609375,1
3622,1,-3350.4609375,1
3623,2,-511.6015625,0
3624,2,-511.6015625,0
3625,1,-511.6015625,1
3626,1,-511.6015625,1
3627,2,-449.18359375,0
3628,0,-449.18359375,0
3629,0,-449.18359375,0
3630,0,-449.18359375,0
3631,1,-449.18359375,1
3632,1,-449.18359375,1
3633,1,-449.18359375,1
3634,1,-449.18359375,1
3635,1,-449.18359375,1
3636,1,-449.18359375,1
3637,1,-449.18359375,1
3638,1,-449.18359375,1
3639,1,-449.18359375,1
3640,1,-449.18359375,1
3641,2,-990.9296875,0
3642,1,-990.9296875,1
3643,2,-910.07421875,0
3644,0,-910.07421875,0
3645,1,-910.07421875,1
3646,1,-910.07421875,1
3647,1,-910.07421875,1
3648,2,-722.05859375,0
3649,1,-722.05859375,1
3650,1,-722.05859375,1
3651,2,-691.7265625,0
3652,0,-691.7265625,0
3653,1,-691.7265625,1
3654,2,-705.2734375,0
3655,1,-705.2734375,1
3656,1,-705.2734375,1
3657,1,-705.2734375,1
3658,1,-705.2734375,1
3659,1,-705.2734375,1
3660,1,-705.2734375,1
3661,1,-705.2734375,1
3662,1,-705.2734375,1
3663,1,-705.2734375,1
3664,1,-705.2734375,1
3665,1,-705.2734375,1
3666,1,-705.2734375,1
3667,1,-705.2734375,1
3668,1,-705.2734375,1
3669,1,-705.2734375,1
3670,1,-705.2734375,1
3671,1,-705.2734375,1
3672,1,-705.2734375,1
3673,2,-117.6171875,0
3674,1,-117.6171875,1
3675,1,-117.6171875,1
3676,1,-117.6171875,1
3677,1,-117.6171875,1
3678,1,-117.6171875,1
3679,1,-117.6171875,1
3680,1,-117.6171875,1
3681,1,-117.6171875,1
3682,1,-117.6171875,1
3683,2,-212.84765625,0
3684,1,-212.84765625,1
3685,2,-392.1953125,0
3686,2,-392.1953125,0
3687,1,-392.1953125,1
3688,1,-392.1953125,1
3689,1,-392.1953125,1
3690,2,-424.640625,0
3691,1,-424.640625,1
3692,1,-424.640625,1
3693,1,-424.640625,1
3694,1,-424.640625,1
3695,1,-424.640625,1
3696,2,-1922.41015625,0
3697,1,-1922.41015625,1
3698,1,-1922.41015625,1
3699,1,-1922.41015625,1
3700,1,-1922.41015625,1
3701,0,-1922.41015625,1
3702,0,-1922.41015625,1
3703,1,-1922.41015625,1
3704,0,-1922.41015625,1
3705,1,-1922.41015625,1
3706,1,-1922.41015625,1
3707,1,-1922.41015625,1
3708,0,-1922.41015625,1
3709,1,-1922.41015625,1
3710,0,-1922.41015625,1
3711,1,-1922.41015625,1
3712,1,-1922.41015625,1
3713,1,-1922.41015625,1
3714,1,-1922.41015625,1
3715,0,-1922.41015625,1
3716,1,-1922.41015625,1
3717,1,-1922.41015625,1
3718,1,-1922.41015625,1
3719,2,-1287.74609375,0
3720,1,-1287.74609375,1
3721,1,-1287.74609375,1
3722,1,-1287.74609375,1
3723,1,-1287.74609375,1
3724,2,-1602.98046875,0
3725,1,-1602.98046875,1
3726,0,-1602.98046875,1
3727,1,-1602.98046875,1
3728,1,-1602.98046875,1
3729,1,-1602.98046875,1
3730,1,-1602.98046875,1
3731,0,-1602.98046875,1
3732,1,-1602.98046875,1
3733,2,-1653.15625,0
3734,1,-1653.15625,1
3735,1,-1653.15625,1
3736,1,-1653.15625,1
3737,2,99.40234375,0
3738,2,99.40234375,0
3739,1,99.40234375,1
3740,0,99.40234375,1
3741,1,99.40234375,1
3742,1,99.40234375,1
3743,2,-146.375,0
3744,1,-146.375,1
3745,2,75.890625,0
3746,2,75.890625,0
3747,2,75.890625,0
3748,2,75.890625,0
3749,0,75.890625,0
3750,1,75.890625,1
3751,1,75.890625,1
3752,2,137.01171875,0
3753,2,137.01171875,0
3754,1,137.01171875,1
3755,1,137.01171875,1
3756,0,137.01171875,1
3757,2,365.17578125,0
3758,2,365.17578125,0
3759,1,365.17578125,1
3760,1,365.17578125,1
3761,1,365.17578125,1
3762,1,365.17578125,1
3763,1,365.17578125,1
3764,1,365.17578125,1
3765,1,365.17578125,1
3766,2,-228.94921875,0
3767,1,-228.94921875,1
3768,0,-228.94921875,1
3769,1,-228.94921875,1
3770,2,-969.44921875,0
3771,0,-969.44921875,0
3772,1,-969.44921875,1
3773,1,-969.44921875,1
3774,0,-969.44921875,1
3775,2,-1277.63671875,0
3776,0,-1277.63671875,0
3777,2,-1277.63671875,0
3778,1,-1277.63671875,1
3779,2,-1303.46484375,0
3780,1,-1303.46484375,1
3781,1,-1303.46484375,1
3782,0,-1303.46484375,1
3783,1,-1303.46484375,1
3784,2,-310.69921875,0
3785,2,-310.69921875,0
3786,1,-310.69921875,1
3787,1,-310.69921875,1
3788,1,-310.69921875,1
3789,1,-310.69921875,1
3790,1,-310.69921875,1
3791,1,-310.69921875,1
3792,2,-1657.51171875,0
3793,1,-1657.51171875,1
3794,1,-1657.51171875,1
3795,1,-1657.51171875,1
3796,1,-1657.51171875,1
3797,1,-1657.51171875,1
3798,2,-908.56640625,0
3799,1,-908.56640625,1
3800,1,-908.56640625,1
3801,1,-908.56640625,1
3802,2,-803.34765625,0
3803,1,-803.34765625,1
3804,1,-803.34765625,1
3805,1,-803.34765625,1
3806,0,-803.34765625,1
3807,1,-803.34765625,1
3808,1,-803.34765625,1
3809,1,-803.34765625,1
3810,1,-803.34765625,1
3811,1,-803.34765625,1
3812,2,403.1875,0
3813,1,403.1875,1
3814,2,140.109375,0
3815,1,140.109375,1
3816,1,140.109375,1
3817,1,140.109375,1
3818,1,140.109375,1
3819,2,309.09765625,0
3820,2,309.09765625,0
3821,1,309.09765625,1
3822,1,309.09765625,1
3823,1,309.09765625,1
3824,1,309.09765625,1
3825,0,309.09765625,1
3826,1,309.09765625,1
3827,1,309.09765625,1
3828,0,309.09765625,1
3829,1,309.09765625,1
3830,0,309.09765625,1
3831,1,309.09765625,1
3832,2,475.8125,0
3833,1,475.8125,1
3834,2,328.19140625,0
3835,1,328.19140625,1
3836,1,328.19140625,1
3837,2,324.8671875,0
3838,1,324.8671875,1
3839,1,324.8671875,1
3840,1,324.8671875,1
3841,2,727.72265625,0
3842,2,727.72265625,0
3843,1,727.72265625,1
3844,1,727.72265625,1
3845,1,727.72265625,1
3846,2,255.23828125,0
3847,1,255.23828125,1
3848,1,255.23828125,1
3849,2,354.9921875,0
3850,1,354.9921875,1
3851,1,354.9921875,1
3852,0,354.9921875,1
3853,1,354.9921875,1
3854,2,335.16015625,0
3855,1,335.16015625,1
3856,1,335.16015625,1
3857,1,335.16015625,1
3858,2,-2.20703125,0
3859,1,-2.20703125,1
3860,1,-2.20703125,1
3861,0,-2.20703125,1
3862,1,-2.20703125,1
3863,1,-2.20703125,1
3864,1,-2.20703125,1
3865,1,-2.20703125,1
3866,1,-2.20703125,1
3867,1,-2.20703125,1
3868,1,-2.20703125,1
3869,1,-2.20703125,1
3870,1,-2.20703125,1
3871,1,-2.20703125,1
3872,1,-2.20703125,1
3873,1,-2.20703125,1
3874,2,-1586.11328125,0
3875,2,-1586.11328125,0
3876,1,-1586.11328125,1
3877,1,-1586.11328125,1
3878,2,-1826.43359375,0
3879,2,-1826.43359375,0
3880,1,-1826.43359375,1
3881,2,-1721.96484375,0
3882,1,-1721.96484375,1
3883,2,-1673.2265625,0
3884,1,-1673.2265625,1
3885,2,-1671.13671875,0
3886,0,-1671.13671875,0
3887,1,-1671.13671875,1
3888,1,-1671.13671875,1
3889,1,-1671.13671875,1
3890,1,-1671.13671875,1
3891,1,-1671.13671875,1
3892,1,-1671.13671875,1
3893,1,-1671.13671875,1
3894,1,-1671.13671875,1
3895,1,-1671.13671875,1
3896,1,-1671.13671875,1
3897,1,-1671.13671875,1
3898,1,-1671.13671875,1
3899,2,-181.578125,0
3900,2,-181.578125,0
3901,2,-181.578125,0
3902,2,-181.578125,0
3903,0,-181.578125,0
3904,2,-181.578125,0
3905,2,-181.578125,0
3906,1,-181.578125,1
3907,0,-181.578125,1
3908,0,-181.578125,1
3909,1,-181.578125,1
3910,1,-181.578125,1
3911,1,-181.578125,1
3912,1,-181.578125,1
3913,1,-181.578125,1
3914,1,-181.578125,1
3915,0,-181.578125,1
3916,1,-181.578125,1
3917,0,-181.578125,1
3918,1,-181.578125,1
3919,1,-181.578125,1
3920,1,-181.578125,1
3921,1,-181.578125,1
3922,1,-181.578125,1
3923,1,-181.578125,1
3924,2,230.390625,0
3925,0,230.390625,0
3926,2,230.390625,0
3927,0,230.390625,0
3928,1,230.390625,1
3929,1,230.390625,1
3930,2,528.140625,0
3931,2,528.140625,0
3932,1,528.140625,1
3933,1,528.140625,1
3934,1,528.140625,1
3935,1,528.140625,1
3936,1,528.140625,1
3937,0,528.140625,1
3938,2,-108.734375,0
3939,0,-108.734375,0
3940,1,-108.734375,1
3941,2,94.5390625,0
3942,1,94.5390625,1
3943,1,94.5390625,1
3944,1,94.5390625,1
3945,0,94.5390625,1
3946,1,94.5390625,1
3947,2,776.5546875,0
3948,0,776.5546875,0
3949,1,776.5546875,1
3950,1,776.5546875,1
3951,2,479.23828125,0
3952,2,479.23828125,0
3953,1,479.23828125,1
3954,0,479.23828125,1
3955,0,479.23828125,1
3956,1,479.23828125,1
3957,1,479.23828125,1
3958,1,479.23828125,1
3959,1,479.23828125,1
3960,2,539.41796875,0
3961,1,539.41796875,1
3962,1,539.41796875,1
3963,2,459.5546875,0
3964,1,459.5546875,1
3965,1,459.5546875,1
3966,0,459.5546875,1
3967,1,459.5546875,1
3968,0,459.5546875,1
3969,2,1149.19140625,0
3970,1,1149.19140625,1
3971,1,1149.19140625,1
3972,2,813.70703125,0
3973,1,813.70703125,1
3974,2,697.22265625,0
3975,1,697.22265625,1
3976,1,697.22265625,1
3977,1,697.22265625,1
3978,1,697.22265625,1
3979,1,697.22265625,1
3980,1,697.22265625,1
3981,1,697.22265625,1
3982,0,697.22265625,1
3983,0,697.22265625,1
3984,1,697.22265625,1
3985,1,697.22265625,1
3986,1,697.22265625,1
3987,0,697.22265625,1
3988,0,697.22265625,1
3989,1,697.22265625,1
3990,1,697.22265625,1
3991,1,697.22265625,1
3992,1,697.22265625,1
3993,0,697.22265625,1
3994,1,697.22265625,1
3995,1,697.22265625,1
3996,2,3676.46484375,0
3997,2,3676.46484375,0
3998,1,3676.46484375,1
3999,2,3664.3515625,0
4000,1,3664.3515625,1
4001,1,3664.3515625,1
4002,1,3664.3515625,1
4003,1,3664.3515625,1
4004,1,3664.3515625,1
4005,2,3854.4765625,0
4006,1,3854.4765625,1
4007,1,3854.4765625,1
4008,1,3854.4765625,1
4009,1,3854.4765625,1
4010,2,4408.95703125,0
4011,0,4408.95703125,0
4012,1,4408.95703125,1
4013,1,4408.95703125,1
4014,0,4408.95703125,1
4015,1,4408.95703125,1
4016,1,4408.95703125,1
4017,1,4408.95703125,1
4018,1,4408.95703125,1
4019,1,4408.95703125,1
4020,1,4408.95703125,1
4021,2,4228.6171875,0
4022,1,4228.6171875,1
4023,2,4298.7890625,0
4024,0,4298.7890625,0
4025,1,4298.7890625,1
4026,1,4298.7890625,1
4027,1,4298.7890625,1
4028,0,4298.7890625,1
4029,1,4298.7890625,1
4030,1,4298.7890625,1
4031,2,4751.11328125,0
4032,1,4751.11328125,1
4033,1,4751.11328125,1
4034,0,4751.11328125,1
4035,0,4751.11328125,1
4036,0,4751.11328125,1
4037,2,4460.8046875,0
4038,1,4460.8046875,1
4039,1,4460.8046875,1
4040,0,4460.8046875,1
4041,0,4460.8046875,1
4042,2,4296.09765625,0
4043,2,4296.09765625,0
4044,1,4296.09765625,1
4045,2,4026.96484375,0
4046,1,4026.96484375,1
4047,1,4026.96484375,1
4048,2,3837.40234375,0
4049,2,3837.40234375,0
4050,2,3837.40234375,0
4051,1,3837.40234375,1
4052,0,3837.40234375,1
4053,1,3837.40234375,1
4054,2,3396.7109375,0
4055,1,3396.7109375,1
4056,2,3257.47265625,0
4057,1,3257.47265625,1
4058,1,3257.47265625,1
4059,2,3546.1796875,0
4060,2,3546.1796875,0
4061,2,3546.1796875,0
4062,1,3546.1796875,1
4063,0,3546.1796875,1
4064,2,3295.7734375,0
4065,1,3295.7734375,1
4066,1,3295.7734375,1
4067,1,3295.7734375,1
4068,1,3295.7734375,1
4069,1,3295.7734375,1
4070,2,2748.7265625,0
4071,0,2748.7265625,0
4072,1,2748.7265625,1
4073,2,2685.84765625,0
4074,1,2685.84765625,1
4075,1,2685.84765625,1
4076,1,2685.84765625,1
4077,1,2685.84765625,1
4078,1,2685.84765625,1
4079,0,2685.84765625,1
4080,1,2685.84765625,1
4081,0,2685.84765625,1
4082,1,2685.84765625,1
4083,2,151.11328125,0
4084,1,151.11328125,1
4085,1,151.11328125,1
4086,2,-157.3046875,0
4087,1,-157.3046875,1
4088,1,-157.3046875,1
4089,2,-91.8203125,0
4090,1,-91.8203125,1
4091,1,-91.8203125,1
4092,2,-317.39453125,0
4093,2,-317.39453125,0
4094,1,-317.39453125,1
4095,1,-317.39453125,1
4096,1,-317.39453125,1
4097,1,-317.39453125,1
4098,1,-317.39453125,1
4099,1,-317.39453125,1
4100,0,-317.39453125,1
4101,0,-317.39453125,1
4102,1,-317.39453125,1
4103,2,-533.73828125,0
4104,1,-533.73828125,1
4105,1,-533.73828125,1
4106,0,-533.73828125,1
4107,1,-533.73828125,1
4108,1,-533.73828125,1
4109,2,-361.76171875,0
4110,0,-361.76171875,0
4111,1,-361.76171875,1
4112,1,-361.76171875,1
4113,2,-412.03125,0
4114,0,-412.03125,0
4115,1,-412.03125,1
4116,1,-412.03125,1
4117,1,-412.03125,1
4118,2,509.1015625,0
4119,1,509.1015625,1
4120,2,489.8125,0
4121,2,489.8125,0
4122,1,489.8125,1
4123,1,489.8125,1
4124,1,489.8125,1
4125,1,489.8125,1
4126,1,489.8125,1
4127,0,489.8125,1
4128,1,489.8125,1
4129,1,489.8125,1
4130,1,489.8125,1
4131,1,489.8125,1
4132,2,-955.05859375,0
4133,0,-955.05859375,0
4134,2,-955.05859375,0
4135,1,-955.05859375,1
4136,1,-955.05859375,1
4137,1,-955.05859375,1
4138,1,-955.05859375,1
4139,1,-955.05859375,1
4140,1,-955.05859375,1
4141,1,-955.05859375,1
4142,1,-955.05859375,1
4143,1,-955.05859375,1
4144,2,-2271.58984375,0
4145,1,-2271.58984375,1
4146,1,-2271.58984375,1
4147,0,-2271.58984375,1
4148,1,-2271.58984375,1
4149,1,-2271.58984375,1
4150,1,-2271.58984375,1
4151,1,-2271.58984375,1
4152,0,-2271.58984375,1
4153,2,-1525.33203125,0
4154,0,-1525.33203125,0
4155,2,-1525.33203125,0
4156,1,-1525.33203125,1
4157,0,-1525.33203125,1
4158,0,-1525.33203125,1
4159,0,-1525.33203125,1
4160,0,-1525.33203125,1
4161,1,-1525.33203125,1
4162,0,-1525.33203125,1
4163,1,-1525.33203125,1
4164,0,-1525.33203125,1
4165,0,-1525.33203125,1
4166,1,-1525.33203125,1
4167,1,-1525.33203125,1
4168,1,-1525.33203125,1
4169,2,-1809.89453125,0
4170,1,-1809.89453125,1
4171,2,-1863.27734375,0
4172,0,-1863.27734375,0
4173,1,-1863.27734375,1
4174,1,-1863.27734375,1
4175,2,-1801.2734375,0
4176,1,-1801.2734375,1
4177,1,-1801.2734375,1
4178,1,-1801.2734375,1
4179,1,-1801.2734375,1
4180,0,-1801.2734375,1
4181,0,-1801.2734375,1
4182,2,-2746.37890625,0
4183,1,-2746.37890625,1
4184,1,-2746.37890625,1
4185,1,-2746.37890625,1
4186,1,-2746.37890625,1
4187,1,-2746.37890625,1
4188,2,-2739.65234375,0
4189,2,-2739.65234375,0
4190,1,-2739.65234375,1
4191,0,-2739.65234375,1
4192,0,-2739.65234375,1
4193,2,-2735.08203125,0
4194,2,-2735.08203125,0
4195,0,-2735.08203125,0
4196,1,-2735.08203125,1
4197,1,-2735.08203125,1
4198,1,-2735.08203125,1
4199,2,-3781.30078125,0
4200,2,-3781.30078125,0
4201,1,-3781.30078125,1
4202,2,-3694.90625,0
4203,0,-3694.90625,0
4204,1,-3694.90625,1
4205,2,-3961.29296875,0
4206,2,-3961.29296875,0
4207,0,-3961.29296875,0
4208,1,-3961.29296875,1
4209,0,-3961.29296875,1
4210,1,-3961.29296875,1
4211,2,-3013.05078125,0
4212,1,-3013.05078125,1
4213,1,-3013.05078125,1
4214,2,-3207.43359375,0
4215,1,-3207.43359375,1
4216,2,-3287.265625,0
4217,1,-3287.265625,1
4218,1,-3287.265625,1
4219,0,-3287.265625,1
4220,2,-3174.89453125,0
4221,2,-3174.89453125,0
4222,1,-3174.89453125,1
4223,1,-3174.89453125,1
4224,1,-3174.89453125,1
4225,1,-3174.89453125,1
4226,0,-3174.89453125,1
4227,1,-3174.89453125,1
4228,1,-3174.89453125,1
4229,1,-3174.89453125,1
4230,1,-3174.89453125,1
4231,0,-3174.89453125,1
4232,1,-3174.89453125,1
4233,1,-3174.89453125,1
4234,1,-3174.89453125,1
4235,1,-3174.89453125,1
4236,1,-3174.89453125,1
4237,1,-3174.89453125,1
4238,2,-3868.328125,0
4239,1,-3868.328125,1
4240,1,-3868.328125,1
4241,1,-3868.328125,1
4242,1,-3868.328125,1
4243,0,-3868.328125,1
4244,2,-3541.0234375,0
4245,1,-3541.0234375,1
4246,0,-3541.0234375,1
4247,2,-3851.05859375,0
4248,1,-3851.05859375,1
4249,2,-4057.22265625,0
4250,1,-4057.22265625,1
4251,1,-4057.22265625,1
4252,1,-4057.22265625,1
4253,0,-4057.22265625,1
4254,1,-4057.22265625,1
4255,1,-4057.22265625,1
4256,2,-4145.390625,0
4257,2,-4145.390625,0
4258,2,-4145.390625,0
4259,1,-4145.390625,1
4260,0,-4145.390625,1
4261,1,-4145.390625,1
4262,1,-4145.390625,1
4263,1,-4145.390625,1
4264,1,-4145.390625,1
4265,1,-4145.390625,1
4266,0,-4145.390625,1
4267,1,-4145.390625,1
4268,1,-4145.390625,1
4269,1,-4145.390625,1
4270,1,-4145.390625,1
4271,1,-4145.390625,1
4272,2,-2655.04296875,0
4273,1,-2655.04296875,1
4274,0,-2655.04296875,1
4275,1,-2655.04296875,1
4276,1,-2655.04296875,1
4277,1,-2655.04296875,1
4278,2,-3474.78515625,0
4279,0,-3474.78515625,0
4280,1,-3474.78515625,1
4281,2,-3635.0078125,0
4282,1,-3635.0078125,1
4283,2,-3651.26171875,0
4284,2,-3651.26171875,0
4285,1,-3651.26171875,1
4286,0,-3651.26171875,1
4287,2,-3658.3046875,0
4288,1,-3658.3046875,1
4289,1,-3658.3046875,1
4290,1,-3658.3046875,1
4291,2,-3085.25390625,0
4292,1,-3085.25390625,1
4293,1,-3085.25390625,1
4294,1,-3085.25390625,1
4295,1,-3085.25390625,1
4296,0,-3085.25390625,1
4297,1,-3085.25390625,1
4298,1,-3085.25390625,1
4299,1,-3085.25390625,1
4300,0,-3085.25390625,1
4301,2,-2441.49609375,0
4302,1,-2441.49609375,1
4303,1,-2441.49609375,1
4304,1,-2441.49609375,1
4305,1,-2441.49609375,1
4306,1,-2441.49609375,1
4307,2,-2757.32421875,0
4308,1,-2757.32421875,1
4309,1,-2757.32421875,1
4310,1,-2757.32421875,1
4311,1,-2757.32421875,1
4312,1,-2757.32421875,1
4313,1,-2757.32421875,1
4314,1,-2757.32421875,1
4315,1,-2757.32421875,1
4316,0,-2757.32421875,1
4317,2,-5924.7265625,0
4318,2,-5924.7265625,0
4319,1,-5924.7265625,1
4320,1,-5924.7265625,1
4321,1,-5924.7265625,1
4322,0,-5924.7265625,1
4323,2,-5769.9765625,0
4324,1,-5769.9765625,1
4325,2,-5532.04296875,0
4326,1,-5532.04296875,1
4327,0,-5532.04296875,1
4328,1,-5532.04296875,1
4329,0,-5532.04296875,1
4330,1,-5532.04296875,1
4331,1,-5532.04296875,1
4332,1,-5532.04296875,1
4333,1,-5532.04296875,1
4334,1,-5532.04296875,1
4335,1,-5532.04296875,1
4336,1,-5532.04296875,1
4337,2,-5233.5078125,0
4338,2,-5233.5078125,0
4339,1,-5233.5078125,1
4340,1,-5233.5078125,1
4341,0,-5233.5078125,1
4342,2,-5579.84375,0
4343,1,-5579.84375,1
4344,1,-5579.84375,1
4345,0,-5579.84375,1
4346,1,-5579.84375,1
4347,1,-5579.84375,1
4348,1,-5579.84375,1
4349,1,-5579.84375,1
4350,0,-5579.84375,1
4351,1,-5579.84375,1
4352,1,-5579.84375,1
4353,1,-5579.84375,1
4354,1,-5579.84375,1
4355,1,-5579.84375,1
4356,1,-5579.84375,1
4357,1,-5579.84375,1
4358,2,-5143.61328125,0
4359,1,-5143.61328125,1
4360,2,-5521.03515625,0
4361,1,-5521.03515625,1
4362,1,-5521.03515625,1
4363,0,-5521.03515625,1
4364,2,-5105.140625,0
4365,2,-5105.140625,0
4366,0,-5105.140625,0
4367,2,-5105.140625,0
4368,2,-5105.140625,0
4369,1,-5105.140625,1
4370,1,-5105.140625,1
4371,1,-5105.140625,1
4372,1,-5105.140625,1
4373,1,-5105.140625,1
4374,1,-5105.140625,1
4375,2,-5324.58984375,0
4376,0,-5324.58984375,0
4377,1,-5324.58984375,1
4378,2,-5383.625,0
4379,1,-5383.625,1
4380,1,-5383.625,1
4381,1,-5383.625,1
4382,1,-5383.625,1
4383,1,-5383.625,1
4384,1,-5383.625,1
4385,0,-5383.625,1
4386,2,-4227.390625,0
4387,1,-4227.390625,1
4388,1,-4227.390625,1
4389,1,-4227.390625,1
4390,1,-4227.390625,1
4391,1,-4227.390625,1
4392,1,-4227.390625,1
4393,1,-4227.390625,1
4394,1,-4227.390625,1
4395,1,-4227.390625,1
4396,0,-4227.390625,1
4397,1,-4227.390625,1
4398,2,-3836.00390625,0
4399,2,-3836.00390625,0
4400,1,-3836.00390625,1
4401,2,-4015.94140625,0
4402,2,-4015.94140625,0
4403,1,-4015.94140625,1
4404,1,-4015.94140625,1
4405,1,-4015.94140625,1
4406,0,-4015.94140625,1
4407,2,-4263.23828125,0
4408,1,-4263.23828125,1
4409,0,-4263.23828125,1
4410,1,-4263.23828125,1
4411,1,-4263.23828125,1
4412,0,-4263.23828125,1
4413,1,-4263.23828125,1
4414,2,-3452.19140625,0
4415,1,-3452.19140625,1
4416,2,-3420.1484375,0
4417,1,-3420.1484375,1
4418,2,-4192.90625,0
4419,1,-4192.90625,1
4420,2,-4349.5703125,0
4421,2,-4349.5703125,0
4422,1,-4349.5703125,1
4423,1,-4349.5703125,1
4424,2,-3896.28125,0
4425,1,-3896.28125,1
4426,2,-3648.890625,0
4427,1,-3648.890625,1
4428,0,-3648.890625,1
4429,1,-3648.890625,1
4430,1,-3648.890625,1
4431,1,-3648.890625,1
4432,1,-3648.890625,1
4433,1,-3648.890625,1
4434,1,-3648.890625,1
4435,1,-3648.890625,1
4436,1,-3648.890625,1
4437,1,-3648.890625,1
4438,1,-3648.890625,1
4439,1,-3648.890625,1
4440,2,-2770.0546875,0
4441,2,-2770.0546875,0
4442,1,-2770.0546875,1
4443,1,-2770.0546875,1
4444,1,-2770.0546875,1
4445,2,-2444.42578125,0
4446,1,-2444.42578125,1
4447,1,-2444.42578125,1
4448,1,-2444.42578125,1
4449,2,-2250.13671875,0
4450,1,-2250.13671875,1
4451,2,-2351.09765625,0
4452,1,-2351.09765625,1
4453,1,-2351.09765625,1
4454,1,-2351.09765625,1
4455,2,-2711.93359375,0
4456,1,-2711.93359375,1
4457,1,-2711.93359375,1
4458,2,-1827.00390625,0
4459,1,-1827.00390625,1
4460,2,-1588.7890625,0
4461,0,-1588.7890625,0
4462,1,-1588.7890625,1
4463,0,-1588.7890625,1
4464,1,-1588.7890625,1
4465,0,-1588.7890625,1
4466,2,-1384.86328125,0
4467,1,-1384.86328125,1
4468,1,-1384.86328125,1
4469,1,-1384.86328125,1
4470,1,-1384.86328125,1
4471,2,-1664.8359375,0
4472,2,-1664.8359375,0
4473,1,-1664.8359375,1
4474,1,-1664.8359375,1
4475,1,-1664.8359375,1
4476,1,-1664.8359375,1
4477,2,-1691.1015625,0
4478,2,-1691.1015625,0
4479,1,-1691.1015625,1
4480,1,-1691.1015625,1
4481,2,-619.3046875,0
4482,1,-619.3046875,1
4483,1,-619.3046875,1
4484,0,-619.3046875,1
4485,1,-619.3046875,1
4486,2,81.54296875,0
4487,1,81.54296875,1
4488,1,81.54296875,1
4489,0,81.54296875,1
4490,1,81.54296875,1
4491,1,81.54296875,1
4492,0,81.54296875,1
4493,1,81.54296875,1
4494,2,-571.19921875,0
4495,1,-571.19921875,1
4496,1,-571.19921875,1
4497,0,-571.19921875,1
4498,0,-571.19921875,1
4499,2,-782.28125,0
4500,1,-782.28125,1
4501,2,-698.25390625,0
4502,1,-698.25390625,1
4503,2,-544.16015625,0
4504,0,-544.16015625,0
4505,2,-544.16015625,0
4506,1,-544.16015625,1
4507,1,-544.16015625,1
4508,1,-544.16015625,1
4509,2,-416.0703125,0
4510,1,-416.0703125,1
4511,1,-416.0703125,1
4512,1,-416.0703125,1
4513,1,-416.0703125,1
4514,1,-416.0703125,1
4515,1,-416.0703125,1
4516,0,-416.0703125,1
4517,1,-416.0703125,1
4518,1,-416.0703125,1
4519,1,-416.0703125,1
4520,2,-264.80859375,0
4521,0,-264.80859375,0
4522,2,-264.80859375,0
4523,0,-264.80859375,0
